id,dataset,split,question,context,accepted_answers,model_answer,auto_correctness_label,manual_correctness_label,raw_generation_confidence,hidden_state_method,run_id,review_notes
squad-validation-181,squad_validation_1000,train,Which team in Super Bowl 50 had a 15-1 record?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",Carolina Panthers | The Carolina Panthers | Panthers,Denver Broncos had a 15-1 record in Super,0,,0.9359598596007148,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-182,squad_validation_1000,validation,What was the last Super Bowl the Broncos participated in?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",Super Bowl XLVIII | XLVIII,Super Bowl XLVIII,1,,0.899622471042341,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-183,squad_validation_1000,train,Who was the head coach of the Broncos in Super Bowl XLVIII?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",John Fox | Fox,Denver Broncos in Super Bowl XLVIII.,0,,0.785675356506167,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-184,squad_validation_1000,train,What was the number of times the Denver Broncos played in a Super Bowl by the time they reached Super Bowl 50?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",eight,"Four.

The Denver Broncos made two Super Bowl appearances in",0,,0.8216651987395047,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-185,squad_validation_1000,train,How many NFL teams have had only one loss by the end of a regular season?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",ten,"According to the context, only ten teams have had only one",1,,0.8388616855840714,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-186,squad_validation_1000,train,What was the first Super Bowl that the Carolina Panthers played in?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",Super Bowl XXXVIII | XXXVIII,The context does not specify the first Super Bowl that the Carolina,0,,0.938542904786299,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-187,squad_validation_1000,validation,How many teams can boast a 15–1 regular season record?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",six | ten,Six teams can boast a 15–1 regular season,1,,0.9603878805362133,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-188,squad_validation_1000,train,What seed was the Carolina Panthers?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",number one | one,The Carolina Panthers were one of only ten teams to have completed,1,,0.9576937299215204,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-189,squad_validation_1000,train,What seed was the Denver Broncos?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",number one | one,"Denver Broncos.

The passage does not specify the seed of",0,,0.9029201532346035,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-190,squad_validation_1000,train,"Prior to Super Bowl 50, when were the Broncos last there?","For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",Super Bowl XLVIII,"According to the context, the Denver Broncos made their second Super",0,,0.9391924345756207,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-191,squad_validation_1000,train,"Prior to Super Bowl 50, when were the Carolina Panthers last there?","For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",Super Bowl XXXVIII. | Super Bowl XXXVIII,The Carolina Panthers made their second Super Bowl appearance in franchise history,0,,0.9572397646628321,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-192,squad_validation_1000,train,How many teams have had a 15-1 record for the regular season?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",six | ten,Six teams have had a 15-1 record for,1,,0.9726950705857889,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-193,squad_validation_1000,train,How many games did the Panthers lose in the regular season before Super Bowl 50?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",one | 1,The context does not specify how many games the Panthers lost in,0,,0.8853368529276086,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-194,squad_validation_1000,validation,How many teams up to Super Bowl 50 have been to the championship game eight times?,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",four,Four teams have made eight appearances in the Super Bowl in the,1,,0.8736160827804993,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-195,squad_validation_1000,train,"Before Super Bowl 50, what was the coach's name that coached both teams for their last Super Bowl appearances?","For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.",John Fox,"John Fox.

The context does not specify the coach'",1,,0.8876297909361669,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-196,squad_validation_1000,test,Whic Carolina Panthers running back was waived?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",DeAngelo Williams | Williams,The context does not specify which Carolina Panthers running back was waived,0,,0.954870847470218,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-197,squad_validation_1000,train,Which Carolina Panthers wide receiver suffered a torn ACL before the season began?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",Kelvin Benjamin | Benjamin,The context does not specify which Carolina Panthers wide receiver suffered a,0,,0.9434984241618739,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-198,squad_validation_1000,train,How many teams have won 15 regular season games since the 16-game schedule was adopted?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",7 | seventh,7. The Carolina Panthers have become the seventh team to win,1,,0.8317337718356987,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-199,squad_validation_1000,train,In what year did the NFL switch to a 16-game regular season?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",1978,The context does not specify the year in which the NFL switched,0,,0.9023789093600679,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-200,squad_validation_1000,train,Who had the best record in the NFC?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",Carolina Panthers | the Panthers | Carolina,The Carolina Panthers had the best record in the NFC with a,1,,0.9320882724888482,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-201,squad_validation_1000,train,How many Panthers went to the Pro Bowl?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",Ten,10 players were selected to the Pro Bowl.,0,,0.9090472163567614,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-202,squad_validation_1000,train,How many Panthers were designated All-Pro?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",eight,"Eight players were designated All-Pro.

The passage does",1,,0.7295347252047305,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-203,squad_validation_1000,test,What Panther tore his ACL in the preseason?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",Kelvin Benjamin | Benjamin,The context does not specify which Panther tore his ACL in the,0,,0.9455386850694638,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-204,squad_validation_1000,train,What year did the league begin having schedules with 16 games in them?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",1978,The context does not specify the year in which the league began,0,,0.8951135245854046,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-205,squad_validation_1000,validation,What year did the the Saints hit a 13-0 record?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",2009,"2009.

The 2009",1,,0.8556722169182053,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-206,squad_validation_1000,train,When did the Packers arrive at a record of 13-0?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",2011,The Packers arrived at a record of 13-0,0,,0.9448446337089197,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-207,squad_validation_1000,train,What injury did the Carolina Panthers lose Kelvin Benjamin to during their preseason?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",torn ACL | a torn ACL,The context does not specify the injury suffered by Kelvin Benjamin during,0,,0.8629137550941046,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-208,squad_validation_1000,train,Which player did the Panthers lose to an ACL injury in a preseason game?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",Kelvin Benjamin | Benjamin,The context does not specify which player did the Panthers lose to,0,,0.9208165991609357,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-209,squad_validation_1000,train,Which running back did the Panthers waive?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",DeAngelo Williams | Williams,The running back whose contract was waived is not mentioned in the,0,,0.8410641947063958,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-210,squad_validation_1000,train,When did the NFL start their 16 game seasons?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",1978,The NFL started their 16 game seasons in 1,0,,0.8858227784498297,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-211,squad_validation_1000,train,How many Panthers players were selected to the Pro Bowl?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",Ten,10 players were selected to the Pro Bowl.,0,,0.9737818068866497,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-212,squad_validation_1000,train,Which team had the best regular season in their history?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",Carolina Panthers | the Panthers | Carolina,The Carolina Panthers had the best regular season in their history with,1,,0.9045024909856213,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-213,squad_validation_1000,train,When did the league go from 15 to 16 games in the regular season?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",1978. | 1978,"According to the context, the league went from 15",0,,0.8981335409926957,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
squad-validation-214,squad_validation_1000,test,What team had the best start ever in the NFL?,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",Carolina Panthers | the Panthers | Carolina,The Carolina Panthers had the best start to a season by an,1,,0.855263078007915,answer_mean,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,
