id,split,hidden_state_method
squad-validation-322,test,answer_mean
squad-validation-323,test,answer_mean
squad-validation-332,test,answer_mean
squad-validation-344,test,answer_mean
squad-validation-348,test,answer_mean
squad-validation-352,test,answer_mean
squad-validation-363,test,answer_mean
squad-validation-367,test,answer_mean
squad-validation-370,test,answer_mean
squad-validation-373,test,answer_mean
squad-validation-379,test,answer_mean
squad-validation-387,test,answer_mean
squad-validation-388,test,answer_mean
squad-validation-389,test,answer_mean
squad-validation-390,test,answer_mean
squad-validation-394,test,answer_mean
squad-validation-405,test,answer_mean
squad-validation-408,test,answer_mean
squad-validation-410,test,answer_mean
squad-validation-429,test,answer_mean
squad-validation-432,test,answer_mean
squad-validation-438,test,answer_mean
squad-validation-445,test,answer_mean
squad-validation-459,test,answer_mean
squad-validation-464,test,answer_mean
squad-validation-469,test,answer_mean
squad-validation-470,test,answer_mean
squad-validation-473,test,answer_mean
squad-validation-479,test,answer_mean
squad-validation-505,test,answer_mean
squad-validation-511,test,answer_mean
squad-validation-517,test,answer_mean
squad-validation-521,test,answer_mean
squad-validation-541,test,answer_mean
squad-validation-546,test,answer_mean
squad-validation-549,test,answer_mean
squad-validation-551,test,answer_mean
squad-validation-558,test,answer_mean
squad-validation-565,test,answer_mean
squad-validation-566,test,answer_mean
squad-validation-570,test,answer_mean
squad-validation-574,test,answer_mean
squad-validation-580,test,answer_mean
squad-validation-591,test,answer_mean
squad-validation-597,test,answer_mean
squad-validation-598,test,answer_mean
squad-validation-603,test,answer_mean
squad-validation-604,test,answer_mean
squad-validation-610,test,answer_mean
squad-validation-616,test,answer_mean
squad-validation-618,test,answer_mean
squad-validation-623,test,answer_mean
squad-validation-633,test,answer_mean
squad-validation-642,test,answer_mean
squad-validation-643,test,answer_mean
squad-validation-650,test,answer_mean
squad-validation-654,test,answer_mean
squad-validation-655,test,answer_mean
squad-validation-656,test,answer_mean
squad-validation-658,test,answer_mean
squad-validation-663,test,answer_mean
squad-validation-665,test,answer_mean
squad-validation-671,test,answer_mean
squad-validation-677,test,answer_mean
squad-validation-686,test,answer_mean
squad-validation-692,test,answer_mean
squad-validation-696,test,answer_mean
squad-validation-698,test,answer_mean
squad-validation-699,test,answer_mean
squad-validation-701,test,answer_mean
squad-validation-704,test,answer_mean
squad-validation-714,test,answer_mean
squad-validation-718,test,answer_mean
squad-validation-721,test,answer_mean
squad-validation-733,test,answer_mean
squad-validation-735,test,answer_mean
squad-validation-736,test,answer_mean
squad-validation-738,test,answer_mean
squad-validation-739,test,answer_mean
squad-validation-746,test,answer_mean
squad-validation-747,test,answer_mean
squad-validation-754,test,answer_mean
squad-validation-758,test,answer_mean
squad-validation-759,test,answer_mean
squad-validation-762,test,answer_mean
squad-validation-764,test,answer_mean
squad-validation-768,test,answer_mean
squad-validation-773,test,answer_mean
squad-validation-777,test,answer_mean
squad-validation-781,test,answer_mean
squad-validation-786,test,answer_mean
squad-validation-787,test,answer_mean
squad-validation-791,test,answer_mean
squad-validation-794,test,answer_mean
squad-validation-811,test,answer_mean
squad-validation-824,test,answer_mean
squad-validation-825,test,answer_mean
squad-validation-826,test,answer_mean
squad-validation-828,test,answer_mean
squad-validation-830,test,answer_mean
squad-validation-841,test,answer_mean
squad-validation-849,test,answer_mean
squad-validation-854,test,answer_mean
squad-validation-863,test,answer_mean
squad-validation-867,test,answer_mean
squad-validation-875,test,answer_mean
squad-validation-881,test,answer_mean
squad-validation-882,test,answer_mean
squad-validation-887,test,answer_mean
squad-validation-890,test,answer_mean
squad-validation-899,test,answer_mean
squad-validation-906,test,answer_mean
squad-validation-907,test,answer_mean
squad-validation-908,test,answer_mean
squad-validation-913,test,answer_mean
squad-validation-925,test,answer_mean
squad-validation-930,test,answer_mean
squad-validation-931,test,answer_mean
squad-validation-936,test,answer_mean
squad-validation-947,test,answer_mean
squad-validation-954,test,answer_mean
squad-validation-955,test,answer_mean
squad-validation-956,test,answer_mean
squad-validation-958,test,answer_mean
squad-validation-963,test,answer_mean
squad-validation-964,test,answer_mean
squad-validation-970,test,answer_mean
squad-validation-974,test,answer_mean
squad-validation-978,test,answer_mean
squad-validation-982,test,answer_mean
squad-validation-983,test,answer_mean
squad-validation-986,test,answer_mean
squad-validation-990,test,answer_mean
squad-validation-992,test,answer_mean
squad-validation-994,test,answer_mean
squad-validation-998,test,answer_mean
