id,dataset,split,question,context,accepted_answers,model_answer,auto_correctness_label,manual_correctness_label,raw_generation_confidence,hidden_state_method,run_id,review_notes
triviaqa-rc.nocontext-validation-275,triviaqa_rc_nocontext_validation_1000,train,"As at March 2001, who holds the record for scoring the most league goals for the soccer team Arsenal?",,Ian Wright | Mr Wright,Thierry Henry,0,,0.9546260502340566,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-276,triviaqa_rc_nocontext_validation_1000,test,How many verses make up the national anthem God Save The Queen?,,Three | 3,Three verses,1,,0.8607369403200711,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-277,triviaqa_rc_nocontext_validation_1000,train,What colour is the cross on the national flag of Switzerland?,,"White | White (Colour) | Rgb(255, 255, 255) | Whitishness | Whiter | (255, 255, 255) | Whitishly | White (political adjective) | White- | White-Finn | Whitest | FFFFFF | Color/white | Man on a white horse | color white | white political adjective | rgb 255 255 255 | 255 255 255 | white colour | man on white horse | white finn",White,1,,0.7924393831058226,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-278,triviaqa_rc_nocontext_validation_1000,train,Who was the American President when the Berlin Wall was constructed?,,"John F Kennedy | JFK | J.F.K | J.F.K. Administration | Kennedy administration | JFK (President) | J.F. Kennedy | J. F. Kennedy | John fitzgerald kennady | John Kennedy | My God, I'm hit | John F.Kennedy | Kennedyesque | JFK administration | President John F. Kennedy | Jack Kennedy | 35th President of the United States | JF Kennedy | President John Kennedy | John f kenedy | John F. Kennedy | J.F.K. | Jhon F Kennedy | John F. Kennedy and civil rights | J F Kennedy | J. F. K. | John Fitzgerald %22Jack%22 Kennedy | Camelot era | John f. kenedy | John Fitzgerald Kennedy | Kennedy, John F. | John f k | Kennedy era | President Kennedy | Early years of john f. kennedy | John F. %22Jack%22 Kennedy | J F K | Eponyms of John F. Kennedy | U.S. President J.F. Kennedy | President John F Kennedy | John F. Kennedie | Kennedyism | Senator John F. Kennedy | early years of john f kennedy | j f k administration | john f kennedie | john f 22jack 22 kennedy | u s president j f kennedy | jfk president | eponyms of john f kennedy | kennedy john f | john fitzgerald 22jack 22 kennedy | my god i m hit | 35th president of united states | john f kennedy and civil rights | senator john f kennedy",Dwight D. Eisenhower,0,,0.9820475605964893,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-279,triviaqa_rc_nocontext_validation_1000,train,What is the minimum number of darts a person needs to throw to complete a leg from 501?,,9 | nine,2 darts,0,,0.7444185099310351,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-280,triviaqa_rc_nocontext_validation_1000,train,What was the first British football team to win the European Cup?,,Celtic | Celtic (Disambiguation) | Celto- | Celto | Keltic | celtic disambiguation,Chelsea FC (1971-72,0,,0.867387149957035,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-281,triviaqa_rc_nocontext_validation_1000,test,What is the most popular natural attraction in Alaska?,,Mount McKinley | Denali North Peak | Mount McKinley North Peak | Mt McKinley (Denali) | Churchill peaks | Mount McKinley South Buttress | Highest mountain in North America | Большая Гора | Mt. Denali | Mt McKinley | Mount McKinely | Mount McKinley East Buttress | Mt. McKinley | Mount Denali | Denali East Buttress | Mount McKinley (Alaska) | Denali | Denali South Buttress | mount mckinley alaska | mt denali | mt mckinley denali,Denali National Park and Preserve,1,,0.9948571349525597,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-282,triviaqa_rc_nocontext_validation_1000,train,"What type of acid is extracted from the juice of lemons, oranges, limes, and grapefruit?",,"Citric acid | E330 | Sour salt | Hydrogen citrate | HOOCCH2(OH)C(COOH)CH2COOH | E 330 | 3-hydroxypentanedioic acid-3-carboxylic acid | 2-hydroxy-1,2,3-propanetricarboxylic acid | Citrus acid | ATC code A09AB04 | ATCvet code QA09AB04 | Acid of lemon | Citric (acid) | 3 hydroxypentanedioic acid 3 carboxylic acid | hoocch2 oh c cooh ch2cooh | 2 hydroxy 1 2 3 propanetricarboxylic acid",Citric acid,1,,0.9986704539255399,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-283,triviaqa_rc_nocontext_validation_1000,train,How many pieces are there in a standard set of dominoes?,,28 | twenty-eight | twenty eight,28 pieces,1,,0.996728737275804,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-284,triviaqa_rc_nocontext_validation_1000,test,What is the acronym for the agency which provides co-operation between police forces worldwide?,,Interpol | International Criminal Police Organisation | International Criminal Police Organization | International Criminal Police Organization – INTERPOL | Interpol (organization) | International Police Conference | International Police Commission | President of Interpol | ICPO-Interpol | International Criminal Police Organization - INTERPOL | International Criminal Police Commission | international criminal police organization interpol | icpo interpol | interpol organization,INTERPOL,1,,0.9623676839294748,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-285,triviaqa_rc_nocontext_validation_1000,validation,"What were Benjy and Laska, which were sent into space in 1958?",,Mice | 🐁 | Mouse subgenus | Reproductive behavior of mice | Mouse (animal) | MOUSE | Mouse (rodent) | 🐭 | Mus (genus) | mouse rodent | mouse animal | mus genus,Space-faring monkeys,0,,0.3981705743628477,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-286,triviaqa_rc_nocontext_validation_1000,train,In what year in the 20th century was the Miss World contest held for the first time?,,"1951 | one thousand, nine hundred and fifty-one | one thousand nine hundred and fifty one",1951,1,,0.9999532770731172,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-287,triviaqa_rc_nocontext_validation_1000,train,In which year was the Encyclopedia Britannica first published?,,"1768 | one thousand, seven hundred and sixty-eight | one thousand seven hundred and sixty eight",1768,1,,0.9999243484538411,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-288,triviaqa_rc_nocontext_validation_1000,train,"On the London Underground, which is the only line to connect at some point with every other line on the system?",,The Jubilee Line | Jubilee line | Fleet Line,Circle Line,0,,0.6787065887098921,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-289,triviaqa_rc_nocontext_validation_1000,train,Who wrote The Importance Of Being Earnest?,,Oscar Wilde | Oscar Wild | Flahertie | C. 3. 3. 3 | O'Flahertie | C. 3. 3. 3. | O Wilde | Oscar O'Flahertie Wills Wilde | Oscar O'flaherty Wilde | Sebastian Melmoth | Oscar Fingal O'Flaherty Wills Wilde | Theocritus: a villanelle | Oscar Wilde/Biblio | Oscar Fingal O'Flahertie Wills Wilde | Cyril Wilde | o flahertie | theocritus villanelle | oscar wilde biblio | oscar fingal o flahertie wills wilde | oscar fingal o flaherty wills wilde | oscar o flaherty wilde | c 3 3 3 | oscar o flahertie wills wilde,Oscar Wilde,1,,0.9999565470238951,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-290,triviaqa_rc_nocontext_validation_1000,train,"Thomas Edison, who invented the lightbulb, was afraid of the dark?",,True | True (disambiguation) | True (album) | True (song) | Truer | true song | true disambiguation | true album,"No, he was not afraid of the dark.",0,,0.7685484408889138,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-291,triviaqa_rc_nocontext_validation_1000,train,Taphephobia is the fear of losing your teeth?,,False | False (disambiguation) | Falsehood | false disambiguation,"No, that's dentophobia.",0,,0.8765636558152438,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-292,triviaqa_rc_nocontext_validation_1000,validation,The letter t is the second most common letter used in the English language?,,True | True (disambiguation) | True (album) | True (song) | Truer | true song | true disambiguation | true album,True,1,,0.5839847519994077,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-293,triviaqa_rc_nocontext_validation_1000,train,"The invention of what in 1867, made Alfred Nobel famous?",,Dynamite | Dynamited | Dinamite,Dynamite,1,,0.9983223915450875,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-294,triviaqa_rc_nocontext_validation_1000,train,What is the most populated city in America?,,"New York | New Yourk State | State of N.Y. | US-NY | N Y | The state of NY | NewYork | NYS | Neo York | NY state | Nova York | State of new york | Ny | Nueva York (estado) | N Y state | New York (state) | U.S. state of New York | New York state | New York, U.S. | State New York | Nýja-Jórvík | State of N. Y. | N. Y. state | The state of N.Y. | NY (state) | New York's | N.Y. (U.S. state) | State of new yourk | New York (U.S. state) | New Yrok | 11th State | New York (USA State) | State of N Y | New-York | The State of New York | US state of New York | N Y (U.S. state) | N.Y. state | N.Y. | The state of N. Y. | N. Y. (state) | The state of N Y | New York, US | N.Y. (state) | Nyja-Jorvik | Religion in New York | New Yourk | N. Y. | New York State's | Estado Nueva York | New york population | New York, U.S.A | NY (U.S. state) | Estado de Nueva York | N. Y. (U.S. state) | Eleventh State | N Y (state) | State of NY | New York (U.S. state | us ny | new york state s | nýja jórvík | new york us | u s state of new york | new york u s | new york s | n y u s state | new york usa state | nyja jorvik | nueva york estado | new york u s state | ny u s state",New York City,1,,0.9902202460751177,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-295,triviaqa_rc_nocontext_validation_1000,train,What is the only letter of the alphabet which does not appear in any of the names of the 50 American states?,,Q | ⓠ | 🅠 | Q (alphabet) | ⒬ | 🅀 | Ｑ | 🄠 | Q (letter) | 🆀 | Q. | q alphabet | q letter,J,0,,0.8451938631466565,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-296,triviaqa_rc_nocontext_validation_1000,test,What was the Spice Girls' debut single called?,,Wannabee | Wannabes (disambiguation) | Wannabes | Wanna Be | Wannabe (disambiguation) | Wannabe | Wanna-be | wannabes disambiguation | wannabe disambiguation,"""Wannabe""",1,,0.992154713034481,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-297,triviaqa_rc_nocontext_validation_1000,train,What are the only two musical notes which have no flats?,,C and F,C and G,0,,0.9515289520409975,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-298,triviaqa_rc_nocontext_validation_1000,train,"From which country do French fries originate? France, Belgium or Switzerland?",,Switzerland | ISO 3166-1:CH | Svissland | Etymology of Switzerland | Confederation Helvetia | Swizerland | Confederatio Helvetica | Environmental Integrity Group | Confoederatio Helvetica | Svizra | Confédération suisse | SwissEnergy | Schweitz | Švýcarsko | Die Schweiz | Schwitzerland | Confederation suisse | Der Schweiz | Swiss Confederated States | Suiza | Switz | Switzeland | Schweiz | Confederation Helvetica | Switserland | Suisse | Schweizerische Eidgenossenschaft | Switzerland information | Confederaziun Svizra | Switzer land | Land of the Switzers | Swiss confederation | Confœderatio Helvetica | Swiss | Confederation of Helvatia | Land of the Swiss | Svizzera | Swissland | Swizterland | Confederazione Svizzera | land of switzers | land of swiss | iso 3166 1 ch,France,0,,0.9450215969060015,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-299,triviaqa_rc_nocontext_validation_1000,train,For what novel did J. K. Rowling win the 1999 Whitbread Children's book of the year award?,,Harry Potter and the Prisoner of Azkaban | HPPOA | Prisoner of Azkaban | Harry Potter and the Prisoner of Azkhaban | Third harry potter book | HP3 | The Prisoner of Azkaban | Harry Potter III | Harry Potter & the Prisoner of Azkaban | Hary Potter and the Prisoner of Azkaban | Harry potter 3 | 3rd harry potter book | HP 3 | Harry Potter and the Prisoner of Azkaban (book) | harry potter and prisoner of azkaban | harry potter and prisoner of azkaban book | harry potter prisoner of azkaban | harry potter and prisoner of azkhaban | hary potter and prisoner of azkaban,Harry Potter and the Philosopher's Stone,0,,0.9897040510821018,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-300,triviaqa_rc_nocontext_validation_1000,test,What is the longest word can be typed using only the top row of letters on a typewriter?,,Typewriter | Typewriter ribbons | Typewriter carriage | Personal word processor | Typewrite | Typewriters | Type-write | Type-writerly | Type machine | Electric typewriter | Typewrites | Type written | Electronic word processor | Typewriting | Typebasket | Type writer | Type writes | The type writer | Typewritten | Typewriterly | Type-writing | The first typewriter | Type-written | Typebars | Typewriter keyboard | Type wrote | Type-wrote | Type writers | Type write | Typewrote | Type-writers | Electronic typewriter | Typebar | Type writing | Type-writes | Type-writer | Electromechanical typewriter | Manual typewriter | Type bar | Typing machine | Type writerly | Typewriter eraser | first typewriter,"""Accommodation""",0,,0.722525013616111,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-301,triviaqa_rc_nocontext_validation_1000,train,In which city would you find O'Hare International Airport?,,"Chicago | Chi-Beria | Sayre language academy | Chicago, Illinois | Hog Butcher for the World | Land of smelly onions | Ariel Community Academy | The weather in Chicago | Chicago, Illinois, U.S.A. | Chicago, Illionis | Near North Montessori | Religion in Chicago | Chicago Finance Committee | The Paris of America | The city of Chicago | City of Chicago | List of sister cities of Chicago | UN/LOCODE:USCHI | Chicago theatre scene | Chicago, WI | The City of Broad Shoulders | City of Broad Shoulders | Sister Cities of Chicago | Chicago il | Chicago, Illinois, USA | Performing arts in Chicago | Chicago Transportation Committee | Chicago, Wisconsin | Chicago theater scene | Chicago, Il | Chicago, IL. | Chicago, Ill. | City of Chicago, Illinois | Chi town | Chicago, United States | Chicago (Ill.) | Transport in Chicago | Chicago, Illinois, United States | Chicago (IL) | USCHI | Chichago | Chcago | Chicago, Illinois, U.S. | Sister Cities Chicago | Chicago, USA | Chi City | Chi-Town | Chicago theatre | Paris of America | Chicago, Illinois, US | Chicago Illinois | The city of Chicago, Illinois | chicago illinois u s | chicago illinois usa | hog butcher for world | chicago wi | un locode uschi | chicago usa | chi beria | weather in chicago | chicago wisconsin | chicago united states | chicago illionis | chicago illinois united states | chicago illinois us | chicago ill | city of chicago illinois",Chicago,1,,0.733794658883568,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-302,triviaqa_rc_nocontext_validation_1000,train,Which Asian country was once called Siam?,,Thailand | Muang Thai | Taihland | ISO 3166-1:TH | Thai Empire | Prathet Thai | Muang-Thai | Kingdom of Thailand | Skateboarding in Thailand | Siam | Sport in Thailand | Etymology of Thailand | Thayland | Name of Thailand | The Kingdom Of Thailand | เมืองไทย | ราชอาณาจักรไทย | Sayam | Thailande | Siam (Thailand) | ประเทศไทย | Tailand | Thai Kingdom | Ratcha Anachak Thai | Kingdom of the Thai | kingdom of thai | iso 3166 1 th | siam thailand,Thailand,1,,0.9989313052629931,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-303,triviaqa_rc_nocontext_validation_1000,train,What are the names of Donald Duck's three nephews?,,"Huey, Dewey and Louie | Huey, Louie and Dewey | Huey , Dewey and Louie | Huey, Dewey & Louie | Huey Duck | Huey, Duey and Louie | Louie Duck | Donald Duck's nephews | Phooey Duck | Ripp, Rapp og Þorfinnur | Huey, Dewey, and Louie | Huey dewey and louie | Dewey Duck | Ripp, Rapp og Rupp | Huey, Dewey, & Louie | Huey, Duey, and Louie | Louis Duck | Huey, Dewey and Louie filmography | Huey, Dewey, and Louie Duck | Huey, Duey, and Louis | Ripp, Rapp og THorfinnur | Huey, Dewey | Huebert Duck | Deuteronomy Duck | Huey dewie and louie | Huey, Dewey and Louie Duck | huey duey and louis | ripp rapp og thorfinnur | huey dewey | donald duck s nephews | huey dewey and louie filmography | huey dewey and louie duck | huey louie and dewey | ripp rapp og þorfinnur | huey duey and louie | ripp rapp og rupp | huey dewey louie","Huey, Dewey, and Louie",1,,0.9960986254938301,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-304,triviaqa_rc_nocontext_validation_1000,train,"In which 1993 film does a boy called Jonah write to a woman called Annie, asking her to meet his father at the Empire State building on St. Valentine's Day?",,Sleepless In Seattle | Sleepless in Seattle (film) | Sleepless in Seattle: Original Motion Picture Soundtrack | sleepless in seattle original motion picture soundtrack | sleepless in seattle film,"""Jonah Hex""",0,,0.6393129406369399,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-305,triviaqa_rc_nocontext_validation_1000,validation,Who had a top ten hit in 1988 with Valentine?,,T'Pau | T’pau | T'Pau (disambiguation) | T' Pau | T pau | Tpau | t pau disambiguation,Rick Springfield,0,,0.660711015366891,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-306,triviaqa_rc_nocontext_validation_1000,train,What is the second most common word in written English?,,Of | O F | O.F. | Of. | OF (disambiguation) | of disambiguation,"""the""",0,,0.7213913071157051,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-307,triviaqa_rc_nocontext_validation_1000,train,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde?",,"Pac-Man | Pakman | Pac-mn | Pacman | Blinky, Pinky, Inky, Clyde | Pac-Man (card game) | Puck-Man | Pac Man Magnetic Maze | Google Pac-Man | パックマン | Puc-Man | Clyde (monster) | Pac dots | Pac-Man (film) | Aosuke | CDMan | Pakkuman | MacMan Kid | Inky (ghost) | Pac-man (board game) | Google Pacman | Pac man | Blinky (ghost) | PuckMan | Pac-man ghosts | Paku paku | Split-Screen Level | Clyde (ghost) | Puck Man | Blinky (monster) | Pinky (ghost) | Guzuta | Akabei | blinky pinky inky clyde | split screen level | google pac man | pac man ghosts | clyde ghost | pinky ghost | pac mn | clyde monster | puc man | blinky ghost | blinky monster | pac man card game | pac man film | inky ghost | pac man board game",Pac-Man,1,,0.9573193062022551,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-308,triviaqa_rc_nocontext_validation_1000,train,"More commonly known as the thigh bone, what is the medical name for the longest bone in the human body?",,The Femur | Fumuer | Upper leg bone | Femoral bone | Patella surface of femur | Feumur | Os longissimum | Thigh bones | Shenton's Line | Femur | Fumeur | Largest bone | Femoral bones | Fumur | Thigh-bone | Femur bone | Femora | Fuemur | Thighbone | Femur bones | Largest bones | Femir | Femu | Femurs | Facies patellaris femoris | Thigh bone | Os femoris | shenton s line,Femur,1,,0.9998300607356954,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-309,triviaqa_rc_nocontext_validation_1000,train,"What word is used to describe someone who is neither left or right handed, but can use both hands with equal ease?",,Ambidextrous | Ambidexterity | Ambidexterous | Ambisinister | Ambidextrousness | Ambadexterous,Ambidextrous,1,,0.9992842838760304,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-310,triviaqa_rc_nocontext_validation_1000,train,"Which cult film, starring Harrison Ford, was based on the story Do Androids Dream of Electric Sheep?",,Blade Runner | V-K | Blade Runner 2 (2014 film) | Voigt-kampff machine | Voigt kampff machine | Voigt-kampff test | Voit-kampf test | Voigt kampff | Blade Runner (film) | Voit kampf test | C beams | Voight-Kampff machine | Voit-kampf | Blade Runner 2 (film) | Spinner (Blade Runner) | Voight Kampff | Voit kampf | Blade Runner 2 | BLADE RUNNER (1982) | Methuselah Syndrome | Leon Kowalski | Voigt-Kampff | Blade Runner 2 (film project) | Voight-Kampff | Voigt-Kampf | Dangerous Days | Untitled Blade Runner Sequel | Blade Runner (1982 film) | Voight-Kampf | Voight-Kampff test | Blade Runner (2014 film) | blade runner 2 2014 film | voight kampff machine | blade runner 1982 film | voight kampf | spinner blade runner | voigt kampf | blade runner 1982 | voight kampff test | blade runner 2 film project | v k | voigt kampff test | blade runner 2 film | blade runner 2014 film | blade runner film,Blade Runner,1,,0.9595409935948965,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-311,triviaqa_rc_nocontext_validation_1000,train,"Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd?",,Magpie | Chatterpie | Magpies,The Late Late Show,0,,0.7148116517503493,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-312,triviaqa_rc_nocontext_validation_1000,train,Which type of animal was Robin Hood in the Disney cartoon film 'Robin Hood'?,,Fox | Vulpine | Vixen | Todde | Vulpini | Foxes | Fox penis | River fox | Fox habitat | Focks | Foxp | Fox (zoology) | Foxs | Sexual characteristics of foxes | fox zoology,A bear,0,,0.5577217304837677,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-313,triviaqa_rc_nocontext_validation_1000,train,Who provided the voice for Bob The Builder on his number one hit Can We Fix It?,,Neil Morrissey | Neil morisey | Neil Morrisy | Neil A. Morrissey | Neil morissey | Neil A Morrissey | Neil Anthony Morrissey | Neil Morrisey,Bob Harper,0,,0.4502499417524969,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-314,triviaqa_rc_nocontext_validation_1000,validation,Which actor received 4 million dollars for his 10 minutes on screen in the film Superman?,,"Marlon Brando | Marlon Brando Jr. | Marlon Brando Jr | Marlin Brando | Marlon Brando, Jr. | Brandoesque | Brando family",Christopher Reeve,0,,0.9161752162585668,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-315,triviaqa_rc_nocontext_validation_1000,train,"Who directed the films Thelma and Louise, Hannibal and Black Hawk Down?",,Ridley Scott | Gertrude Bell (2014 film) | Gertrude Bell (film) | Ridley Scott Associates | Sir Ridley Scott | gertrude bell film | gertrude bell 2014 film,Ridley Scott,1,,0.9968328051769579,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-316,triviaqa_rc_nocontext_validation_1000,train,"Which serial killer is the subject of the films A Study In Terror, Murder By Decree and From Hell?",,Jack The Ripper | Whitechapel Murderer | Annie Millwood | Fairy Fay | Leather Apron | Ripperology | Jack the Ripper non-fiction | Ripperologists | Leatherapron | Jack-the-Ripper | The Whitechapel murderer | Ripperologist | Annie Farmer | The Pinchin Street Murder | Ada Wilson | Jack the rippers victims | jack ripper | jack rippers victims | jack ripper non fiction | pinchin street murder,Jack the Ripper,1,,0.9742722716312858,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-317,triviaqa_rc_nocontext_validation_1000,train,"In cricket, what is the score of 111 known as?",,Nelson | Nélson | Nelson (film) | Nelson (disambiguation) | nelson disambiguation | nelson film,An undecuplet,0,,0.6193915440541545,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-318,triviaqa_rc_nocontext_validation_1000,train,"Who wrote the novels About A Boy, How To Be Good and High Fidelity?",,"Nick Hornby | Hornby, Nick | hornby nick",Nick Hornby,1,,0.9843217714788872,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-319,triviaqa_rc_nocontext_validation_1000,validation,"With which game would you use a squidger, a circular disc between 25mm and 51 mm?",,Tiddlywinks | Tiddly winks | Tiddly-winks | Tidleywinks | Tiddliwinks | Tiddlewinks | Tiddlywink,Squidging in bricklaying or masonry,0,,0.6344639454656195,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-320,triviaqa_rc_nocontext_validation_1000,train,The melody for which famous song was written by sisters and school teachers Patty and Mildred Hill in Kentucky in 1893?,,Happy Birthday | Happy Birthday (song) | Happy Birthday (disambiguation) | Hapy birthday | Happy Birthday (album) | Happy Birthday (film) | happy birthday film | happy birthday disambiguation | happy birthday song | happy birthday album,"""Camptown Races""",0,,0.8816386409559216,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-321,triviaqa_rc_nocontext_validation_1000,train,What is the most common pub name in the UK?,,The Red Lion | Red lion | Red Lion (disambiguation) | red lion disambiguation,The King's Arms,0,,0.9668716588116535,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-322,triviaqa_rc_nocontext_validation_1000,test,What is the name of Kevin the teenager's friend played by Kathy Burke in a series of sketches with Harry Enfield?,,Perry | Perry (drink) | Pear cider | Pear scrumpy | Pear wine | perry drink,Kathy Burke's character's name is not,0,,0.7081159270130459,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-323,triviaqa_rc_nocontext_validation_1000,test,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",,Racecar | Racing cars | Automobile Racing | Automotive racing | Car racing | Race driver | Racecars | Automobile racer | Autorace | Car race | Autosports | Race cars | Automobile race | 🏎 | Racing driver | AutoRacing | Racing Car | Auto racing | Auto race | Race-car | Race car | Race car driver | Racecar driver,Racecar,1,,0.77691859815942,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-324,triviaqa_rc_nocontext_validation_1000,train,Which fruit can go in the middle of the word aped to make a new word?,,Pear | Pear (fruit) | Pear tree | Culture of pear | 🍐 | Pear juice | Pearwood | Pyrus | pear fruit,Pear,1,,0.6296466171309129,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-325,triviaqa_rc_nocontext_validation_1000,train,How many scottish football league teams names end in United?,,3 | three,12,0,,0.41150176539038874,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
triviaqa-rc.nocontext-validation-326,triviaqa_rc_nocontext_validation_1000,train,Who had a top ten hit in the UK with Cupid in 1961?,,Sam Cooke | I Thank God | Bertha Franklin | Dale Cook (singer) | dale cook singer,Cliff Richard and The Shadows,0,,0.6968815174233697,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,
