run,run_id,weighting,hidden_state_method,hidden_state_layer,signal,n_train,n_validation,n_test,positive_rate_test,test_has_two_classes,weighted,feature_count,p_greater_than_n_train,accuracy_at_0_5,ece,mce,brier,wrong_conf_ge_0_8,wrong_conf_ge_0_9,auc
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_temperature_scaled_confidence,650,150,200,0.65,True,False,2048,True,0.65,0.0179892328235149,0.3164265022805665,0.2283302454379886,1,0,0.5125274725274725
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_platt_confidence,650,150,200,0.65,True,False,2048,True,0.65,0.0156624622938605,0.4056822146932711,0.2276912363942627,0,0,0.5125274725274725
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_isotonic_confidence,650,150,200,0.65,True,False,2048,True,0.64,0.0606538461538462,1.0,0.2410890955198647,7,5,0.5312637362637362
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_platt_conservative_confidence,650,150,200,0.65,True,False,2048,True,0.65,0.0156624622938605,0.4056822146932711,0.2276912363942627,0,0,0.5125274725274725
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_isotonic_conservative_confidence,650,150,200,0.65,True,False,2048,True,0.64,0.0594639098810838,1.0,0.2405798104634136,7,5,0.5304945054945055
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,hidden_only_probe_confidence,650,150,200,0.65,True,False,2048,True,0.835,0.1309193818363956,0.8474115614663809,0.132759141146059,15,12,0.9023076923076924
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,hidden_conservative_confidence,650,150,200,0.65,True,False,2048,True,0.835,0.0991828238490457,0.8474115614663809,0.1282051845438844,12,6,0.8763736263736264
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_plus_hidden_confidence,650,150,200,0.65,True,False,2048,True,0.835,0.1240174640181502,0.844265499966216,0.1314681102310628,14,12,0.9027472527472528
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_plus_hidden_conservative_confidence,650,150,200,0.65,True,False,2048,True,0.835,0.0925942720542378,0.844265499966216,0.127610710626424,12,6,0.8762637362637362
Gemma SQuAD,freegpu-squad1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,probe_score_plus_raw_confidence,650,150,200,0.65,True,False,2048,True,0.845,0.1231147651030803,0.7608621235209131,0.1221780244231234,13,12,0.9023076923076924
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_generation_confidence,650,150,200,0.23,True,True,2048,True,0.23,0.5764265596376101,0.6561506953098817,0.4922919812216266,80,19,0.7291078486730661
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_temperature_scaled_confidence,650,150,200,0.23,True,True,2048,True,0.23,0.3122634607767114,0.3703214295496558,0.2671357600700382,0,0,0.7291078486730661
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_platt_confidence,650,150,200,0.23,True,True,2048,True,0.62,0.2739515706439605,0.3525499477833139,0.2318843310671084,0,0,0.7291078486730661
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_isotonic_confidence,650,150,200,0.23,True,True,2048,True,0.725,0.2449829696023674,0.3717647058823528,0.2191988413942088,1,1,0.708498023715415
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_platt_conservative_confidence,650,150,200,0.23,True,True,2048,True,0.62,0.2739515706439605,0.3525499477833139,0.2318843310671084,0,0,0.7291078486730661
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_isotonic_conservative_confidence,650,150,200,0.23,True,True,2048,True,0.725,0.244737617809481,0.3717647058823528,0.2190090166007457,1,1,0.708498023715415
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,hidden_only_probe_confidence,650,150,200,0.23,True,True,2048,True,0.755,0.1911357959645146,0.6961791705273882,0.2062691698143145,17,11,0.7636928289102202
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,hidden_conservative_confidence,650,150,200,0.23,True,True,2048,True,0.755,0.1750133016815664,0.6961791705273882,0.1883981978216432,10,2,0.7708921513269339
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_plus_hidden_confidence,650,150,200,0.23,True,True,2048,True,0.755,0.1911001182897351,0.6309442590259615,0.2034469869473897,17,11,0.7686335403726708
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,raw_plus_hidden_conservative_confidence,650,150,200,0.23,True,True,2048,True,0.755,0.1742701488755751,0.6309442590259615,0.1863636987007949,10,2,0.775691699604743
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,weighted,answer_mean,-1,probe_score_plus_raw_confidence,650,150,200,0.23,True,True,2048,True,0.755,0.1772051860634324,0.6090110281800827,0.1960369506325767,15,9,0.7684923771880293
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_generation_confidence,650,150,200,0.23,True,False,2048,True,0.23,0.5764265596376101,0.6561506953098817,0.4922919812216266,80,19,0.7291078486730661
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_temperature_scaled_confidence,650,150,200,0.23,True,False,2048,True,0.23,0.273959913573793,0.273959913573793,0.2515867287196561,0,0,0.7291078486730661
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_platt_confidence,650,150,200,0.23,True,False,2048,True,0.77,0.0638757156925434,0.6925903797885429,0.1676135180707315,0,0,0.7291078486730661
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_isotonic_confidence,650,150,200,0.23,True,False,2048,True,0.775,0.0605905796331328,0.3333333333333333,0.15977384195149,1,1,0.708498023715415
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_platt_conservative_confidence,650,150,200,0.23,True,False,2048,True,0.77,0.0638757156925434,0.6925903797885429,0.1676135180707315,0,0,0.7291078486730661
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_isotonic_conservative_confidence,650,150,200,0.23,True,False,2048,True,0.775,0.0603452278402465,0.3169765471409115,0.1595840171580268,1,1,0.708498023715415
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,hidden_only_probe_confidence,650,150,200,0.23,True,False,2048,True,0.765,0.1988586349032727,0.5158026802263348,0.2046523936437152,11,8,0.7639751552795031
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,hidden_conservative_confidence,650,150,200,0.23,True,False,2048,True,0.765,0.1856155146610592,0.4945635417255822,0.1903240840499081,5,1,0.7676453980801807
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_plus_hidden_confidence,650,150,200,0.23,True,False,2048,True,0.76,0.1924538445005701,0.5936217300819187,0.2017190906175938,11,9,0.7682100508187465
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,raw_plus_hidden_conservative_confidence,650,150,200,0.23,True,False,2048,True,0.76,0.1756496199489935,0.5779110862494827,0.1882685108359636,5,2,0.7727272727272727
Gemma TriviaQA,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,unweighted,answer_mean,-1,probe_score_plus_raw_confidence,650,150,200,0.23,True,False,2048,True,0.76,0.1718893343691525,0.571676821420485,0.1947573861686392,9,7,0.7683512140033879
